@SampleID:10
@Version:0.9.2
@Ranks:acellular root,cellular root,other entries|realm,domain|kingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU	HOST
2810280	family	131567|2|1783272|1239|526524|526525|2810280	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Coprobacillaceae	0.0113			
171552	family	131567|2|3379134|976|200643|171549|171552	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae	0.0088			
766764	family	131567|2759|4751|4890|3239874|2916678|766764	cellular organisms|Eukaryota|Fungi|Ascomycota|Pichiomycetes|Serinales|Debaryomycetaceae	0.0083			
90964	family	131567|2|1783272|1239|91061|1385|90964	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Staphylococcaceae	0.0079			
3029088	family	131567|2|3384194|508458|649775|649776|3029088	cellular organisms|Bacteria|Thermotogati|Synergistota|Synergistia|Synergistales|Dethiosulfovibrionaceae	0.0060			
80864	family	131567|2|3379134|1224|28216|80840|80864	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae	0.0026			
1799696	family	131567|2759|4751|5204|162481|231213|1799696	cellular organisms|Eukaryota|Fungi|Basidiomycota|Microbotryomycetes|Sporidiobolales|Sporidiobolaceae	0.0026			
2810281	family	131567|2|1783272|1239|526524|526525|2810281	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Turicibacteraceae	0.0023			
203492	family	131567|2|3384189|32066|203490|203491|203492	cellular organisms|Bacteria|Fusobacteriati|Fusobacteriota|Fusobacteriia|Fusobacteriales|Fusobacteriaceae	0.0023			
1653	family	131567|2|1783272|201174|1760|85007|1653	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae	0.0020			
1570339	family	131567|2|1783272|1239|1737404|1737405|1570339	cellular organisms|Bacteria|Bacillati|Bacillota|Tissierellia|Tissierellales|Peptoniphilaceae	0.0017			
43219	family	131567|2759|4751|4890|147545|34395|43219	cellular organisms|Eukaryota|Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae	0.0012			
539738	family	131567|2|1783272|1239|91061|1385|539738	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Gemellaceae	0.0011			
9604	family	131567|2759|33208|7711|40674|9443|9604	cellular organisms|Eukaryota|Metazoa|Chordata|Mammalia|Primates|Hominidae	0.0010			
72294	family	131567|2|3379134|29547|3031852|213849|72294	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae	0.0006			
186806	family	131567|2|1783272|1239|186801|186802|186806	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Eubacteriaceae	0.0003			
186817	family	131567|2|1783272|1239|91061|1385|186817	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Bacillaceae	0.0003			
186827	family	131567|2|1783272|1239|91061|186826|186827	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Aerococcaceae	0.0003			
481	family	131567|2|3379134|1224|28216|206351|481	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Neisseriales|Neisseriaceae	0.0003			
2762318	family	131567|2|3379134|976|117743|200644|2762318	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae	0.0003			
10656	family	10239|2732004|2732005|2732008|2732529|2732558|10656	Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Kalamavirales|Tectiviridae	0.0000			
11974	family	10239|2559587|2732396|2732408|2732506|464095|11974	Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Caliciviridae	0.0000			
1843491	family	131567|2|1783272|1239|909932|909929|1843491	cellular organisms|Bacteria|Bacillati|Bacillota|Negativicutes|Selenomonadales|Selenomonadaceae	0.0000			
641	family	131567|2|3379134|1224|1236|135623|641	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae	0.0000			
543314	family	131567|2|1783272|1239|186801|3082720|543314	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Peptostreptococcales|Anaerovoracaceae	0.0000			
171551	family	131567|2|3379134|976|200643|171549|171551	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae	0.0000			
186820	family	131567|2|1783272|1239|91061|1385|186820	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Listeriaceae	0.0000			
135621	family	131567|2|3379134|1224|1236|72274|135621	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0.0000			
1903414	family	131567|2|3379134|1224|1236|91347|1903414	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Morganellaceae	0.0000			
84642	family	131567|2|3379134|1224|1236|135624|84642	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Aeromonadales|Aeromonadaceae	0.0000			
3082771	family	131567|2|1783272|1239|186801|186802|3082771	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Acutalibacteraceae	0.0000			
1268	family	131567|2|1783272|201174|1760|85006|1268	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae	0.0000			
2845253	family	131567|2|3379134|203691|203692|136|2845253	cellular organisms|Bacteria|Pseudomonadati|Spirochaetota|Spirochaetia|Spirochaetales|Treponemataceae	0.0000			
85023	family	131567|2|1783272|201174|1760|85006|85023	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae	0.0000			
31957	family	131567|2|1783272|201174|1760|85009|31957	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Propionibacteriales|Propionibacteriaceae	0.0000			
1762	family	131567|2|1783272|201174|1760|85007|1762	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae	0.0000			
186822	family	131567|2|1783272|1239|91061|1385|186822	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Paenibacillaceae	0.0000			
1903411	family	131567|2|3379134|1224|1236|91347|1903411	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae	0.0000			
809	family	131567|2|3379134|204428|204429|51291|809	cellular organisms|Bacteria|Pseudomonadati|Chlamydiota|Chlamydiia|Chlamydiales|Chlamydiaceae	0.0000			
27319	family	131567|2759|4751|4890|3239874|2916678|27319	cellular organisms|Eukaryota|Fungi|Ascomycota|Pichiomycetes|Serinales|Metschnikowiaceae	0.0000			
4893	family	131567|2759|4751|4890|4891|4892|4893	cellular organisms|Eukaryota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae	0.0000			
1156497	family	131567|2759|4751|4890|3239874|3243775|1156497	cellular organisms|Eukaryota|Fungi|Ascomycota|Pichiomycetes|Pichiales|Pichiaceae	0.0000			
2808963	family	131567|2|3379134|29547|3031852|213849|2808963	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Arcobacteraceae	0.0000			
1759442	family	131567|2759|4751|5204|155616|1851469|1759442	cellular organisms|Eukaryota|Fungi|Basidiomycota|Tremellomycetes|Trichosporonales|Trichosporonaceae	0.0000			
5408	family	131567|2759|4751|5204|155616|90886|5408	cellular organisms|Eukaryota|Fungi|Basidiomycota|Tremellomycetes|Filobasidiales|Filobasidiaceae	0.0000			
816	genus	131567|2|3379134|976|200643|171549|815|816	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	12.3968			
1769710	genus	131567|2|1783272|1239|186801|3085636|186803|1769710	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Sellimonas	9.3155			
1623305	genus	10239|2731341|2731360|2731618|2731619|||1623305	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus	8.9760			
1263	genus	131567|2|1783272|1239|186801|186802|216572|1263	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus	7.7226			
216851	genus	131567|2|1783272|1239|186801|186802|216572|216851	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium	3.7865			
3044836	genus	10239|2731341|2731360|2731618|2731619||3424663|3044836	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Suseptimavirus	2.2747			
572511	genus	131567|2|1783272|1239|186801|3085636|186803|572511	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Blautia	2.0435			
239934	genus	131567|2|3379134|74201|203494|48461|1647988|239934	cellular organisms|Bacteria|Pseudomonadati|Verrucomicrobiota|Verrucomicrobiia|Verrucomicrobiales|Akkermansiaceae|Akkermansia	2.0039			
186532	genus	10239|2731341|2731360|2731618|2731619|||186532	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Ceduovirus	1.9292			
10663	genus	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus	1.8414			
1623289	genus	10239|2731341|2731360|2731618|2731619|||1623289	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Dhillonvirus	1.7919			
586418	genus	10239|2559587|2732396|2732408|2732506|464095|12058|586418	Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Cosavirus	1.7900			
2843455	genus	10239|2731341|2731360|2731618|2731619|||2843455	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Sherbrookevirus	1.7854			
2560145	genus	10239|2731341|2731360|2731618|2731619||2731691|2560145	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Hanrivervirus	1.7306			
1910952	genus	10239|2731342|2732091|2732412|2732413|2732414|10841|1910952	Viruses|Monodnaviria|Sangervirae|Phixviricota|Malgrandaviricetes|Petitvirales|Microviridae|Gequatrovirus	1.5412			
1891715	genus	10239|2731342|2732092|2732415|2732421|2732532|151341|1891715	Viruses|Monodnaviria|Shotokuvirae|Cossaviricota|Papovaviricetes|Sepolyvirales|Polyomaviridae|Deltapolyomavirus	1.4420			
3044711	genus	10239|2731341|2731360|2731618|2731619||3152113|3044711	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chimalliviridae|Eowynvirus	1.4273			
1920753	genus	10239|2731341|2731360|2731618|2731619||2842329|1920753	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Schitoviridae|Gamaleyavirus	1.4185			
207244	genus	131567|2|1783272|1239|186801|3085636|186803|207244	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Anaerostipes	1.2440			
140410	genus	10239|2731341|2731360|2731618|2731619||2946167|140410	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Peduovirus	1.0531			
1485	genus	131567|2|1783272|1239|186801|186802|31979|1485	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium	1.0268			
239759	genus	131567|2|3379134|976|200643|171549|171550|239759	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes	1.0118			
2732068	genus	10239|2731341|2731360|2731618|2731619||2731691|2732068	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Warwickvirus	0.8856			
2732928	genus	10239|2731341|2731360|2731618|2731619|3420540|3424636|2732928	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autosignataviridae|Vectrevirus	0.8511			
1301	genus	131567|2|1783272|1239|91061|186826|1300|1301	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus	0.8289			
186794	genus	10239|2731341|2731360|2731618|2731619|||186794	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Lederbergvirus	0.8094			
904	genus	131567|2|1783272|1239|909932|1843488|909930|904	cellular organisms|Bacteria|Bacillati|Bacillota|Negativicutes|Acidaminococcales|Acidaminococcaceae|Acidaminococcus	0.8025			
1573535	genus	131567|2|1783272|1239|526524|526525|128827|1573535	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Holdemanella	0.7536			
1920865	genus	10239|2731341|2731360|2731618|2731619||2731691|1920865	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Tlsvirus	0.6758			
2169662	genus	10239|2731342|2732092|2732416|2732423|2732537|2169574|2169662	Viruses|Monodnaviria|Shotokuvirae|Cressdnaviricota|Arfiviricetes|Cremevirales|Smacoviridae|Huchismacovirus	0.6512			
1985329	genus	10239|2731341|2731360|2731618|2731619|3420545|2946170|1985329	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Moonvirus	0.6156			
841	genus	131567|2|1783272|1239|186801|3085636|186803|841	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Roseburia	0.6155			
2843351	genus	10239|2731341|2731360|2731618|2731619|||2843351	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Audreyjarvisvirus	0.5926			
5073	genus	131567|2759|4751|4890|147545|5042|1131492|5073	cellular organisms|Eukaryota|Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Penicillium	0.5887			
2942991	genus	10239|2731341|2731360|2731618|2731619|1978007|2942966|2942991	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Crassvirales|Suoliviridae|Cohcovirus	0.5847			
990721	genus	131567|2|1783272|1239|186801|3082768|990719|990721	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Christensenellales|Christensenellaceae|Christensenella	0.5841			
2843367	genus	10239|2731341|2731360|2731618|2731619|||2843367	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Colneyvirus	0.5739			
189330	genus	131567|2|1783272|1239|186801|3085636|186803|189330	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Dorea	0.5329			
2733085	genus	10239|2731341|2731360|2731618|2731619||2946167|2733085	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Xuanwuvirus	0.5188			
2732686	genus	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus	0.4839			
1766253	genus	131567|2|1783272|1239|186801|3085636|186803|1766253	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter	0.4783			
1918536	genus	131567|2|1783272|1239|526524|526525|128827|1918536	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Longicatena	0.4750			
590	genus	131567|2|3379134|1224|1236|91347|543|590	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella	0.4679			
1506553	genus	131567|2|1783272|1239|186801|3085636|186803|1506553	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Lachnoclostridium	0.4062			
39725	genus	10239|2731342|2732092|2732416|2732423|2732536|39724|39725	Viruses|Monodnaviria|Shotokuvirae|Cressdnaviricota|Arfiviricetes|Cirlivirales|Circoviridae|Circovirus	0.3886			
2732878	genus	10239|2731342|2732090|2732410|2732411|2732094|10860|2732878	Viruses|Monodnaviria|Loebvirae|Hofneiviricota|Faserviricetes|Tubulavirales|Inoviridae|Scuticavirus	0.3855			
5052	genus	131567|2759|4751|4890|147545|5042|1131492|5052	cellular organisms|Eukaryota|Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus	0.3763			
1910992	genus	10239|2731341|2731360|2731618|2731619||3424670|1910992	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Sarkviridae|Kagunavirus	0.3683			
1198980	genus	10239|2731341|2731360|2731618|2731619||3424659|1198980	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Lindbergviridae|Pbunavirus	0.3552			
2842953	genus	10239|2559587|2732396|2732407|2842243|2842247|2842319|2842953	Viruses|Riboviria|Orthornavirae|Lenarviricota|Leviviricetes|Norzivirales|Fiersviridae|Perrunavirus	0.3502			
2948703	genus	10239|2731341|2731360|2731618|2731619||2946167|2948703	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Evevirus	0.3186			
872	genus	131567|2|3379134|200940|3031449|213115|194924|872	cellular organisms|Bacteria|Pseudomonadati|Thermodesulfobacteriota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	0.3089			
2733141	genus	10239|2731341|2731360|2731618|2731619||3424659|2733141	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Lindbergviridae|Wifcevirus	0.3034			
375288	genus	131567|2|3379134|976|200643|171549|2005525|375288	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides	0.2795			
580596	genus	131567|2|1783272|1239|186801|186802|3085642|580596	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Butyricicoccaceae|Butyricicoccus	0.2789			
1910951	genus	10239|2731342|2732091|2732412|2732413|2732414|10841|1910951	Viruses|Monodnaviria|Sangervirae|Phixviricota|Malgrandaviricetes|Petitvirales|Microviridae|Alphatrevirus	0.2676			
249588	genus	10239|2559587|2732396|2732408|2732507|2732551|39733|249588	Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus	0.2653			
2732051	genus	10239|2731341|2731360|2731618|2731619||2731691|2732051	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Vilniusvirus	0.2225			
40544	genus	131567|2|3379134|1224|28216|80840|995019|40544	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella	0.2201			
2842908	genus	10239|2731341|2731360|2731618|2731619|||2842908	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Nochtlivirus	0.2173			
2560244	genus	10239|2731341|2731360|2731618|2731619|3420545|2946170|2560244	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tulanevirus	0.2126			
574697	genus	131567|2|3379134|976|200643|171549|1853231|574697	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas	0.2059			
680277	genus	10239|2731341|2731360|2731618|2731619||3424663|680277	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus	0.2053			
2169663	genus	10239|2731342|2732092|2732416|2732423|2732537|2169574|2169663	Viruses|Monodnaviria|Shotokuvirae|Cressdnaviricota|Arfiviricetes|Cremevirales|Smacoviridae|Porprismacovirus	0.2006			
2842574	genus	10239|2731341|2731360|2731618|2731619|||2842574	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Byrnievirus	0.1900			
2316020	genus	131567|2|1783272|1239|186801|3085636|186803|2316020	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter	0.1833			
3044787	genus	10239|2731341|2731360|2731618|2731619||3152113|3044787	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chimalliviridae|Pawinskivirus	0.1829			
2733081	genus	10239|2731341|2731360|2731618|2731619||2946167|2733081	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Simpcentumvirus	0.1785			
2842979	genus	10239|2731341|2731360|2731618|2731619|3420545|2946170|2842979	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Pseudotevenvirus	0.1741			
